[0.9907227640370769, 0.26855600541822017]
[0.6446140994105423, 0.7503373819967674]
[0.5826438755480706, 0.755735492658036]
[0.7032222837893426, 0.2699055330835373]
[0.6854636973215018, 0.746288799000816]
[0.6593517287861802, 0.7638326587303769]
[0.8676646096825439, 0.2496626180836707]
[0.667482978660568, 0.7341430500129618]
[0.7036242822886478, 0.2699055330835373]
[0.7627601738561663, 0.2496626180836707]
[0.7595272682778105, 0.24696356277314596]
[0.6497343396529173, 0.7638326585695007]
[0.6573616665223672, 0.7489878544118884]
[0.7997237102866334, 0.21862348178137653]
[1.100862588316162, 0.2307692307893403]
[0.6776009945251681, 0.7408906883395474]
[0.7798311117528743, 0.25910931190176695]
[0.6349393772853692, 0.7327935223476446]
[0.8259120889199085, 0.24021592444656026]
[0.9545579505191962, 0.2348178137852917]
[0.617230660358743, 0.7813765183794997]
[0.6188425941345019, 0.757085020242915]
[0.6137735446294149, 0.7354925776380599]
[0.5986456007931719, 0.7692307693916455]
[0.7304964000396883, 0.2564102564504755]
[0.6657311487616154, 0.649122807097982]
[0.5761330726175655, 0.7705802968960864]
[0.6516467461540953, 0.7530364372469636]
[0.709052944553365, 0.2564102564303659]
[0.623899167768064, 0.7422402160853027]
[0.6395668914282692, 0.747638326585695]
[0.8521185572813397, 0.23346828609986506]
[0.655146227272255, 0.7732793523071587]
[0.6757588869164347, 0.7786774629684273]
[0.5731955230959996, 0.7476383267465713]
[0.7631984966003943, 0.24696356277314596]
[0.606886075736701, 0.7530364372871826]
[0.7087850552982325, 0.24021592444656026]
[0.645614168985009, 0.7435897437506198]
[0.6825037922775536, 0.7152496626180836]
[0.5833015509462549, 0.7854251012145749]
[0.7320466464669437, 0.21187584345479082]
[0.5596316440707115, 0.7611336033193045]
[0.7018247726957808, 0.2132253711402175]
[0.709788430637998, 0.24156545213198694]
[0.7521332481451202, 0.23346828609986506]
[0.8588784561466108, 0.2321187584345479]
[0.772739201180848, 0.23076923080944983]
[0.5665074216852948, 0.7638326587303769]
[0.7448186177795554, 0.2550607287449393]
[0.6792449248947112, 0.735492577758717]
[0.6494069696277098, 0.7260458840210589]
[0.727159238215561, 0.2415654521118774]
[0.596303356642987, 0.7881241567060854]
[0.6536273936189299, 0.7516869096620845]
